Book,AverageRating
140552812,9
140552820,5
140552936,9
140553010,5
140553134,10
140553223,5
140553800,8
140554556,9
140556834,5
140557741,8
140558195,5
140558640,8
140558705,8
140558918,5
140558942,8
140559043,9
014055968X,9
140559965,10
140561609,10
140562109,7
014056232X,10
140563628,10
140563733,9.5
140564349,10
014056439X,8
140566473,10
140566481,10
140566503,7
140566724,5
140568123,10
140580271,7
014058501X,7
140585044,10
140585087,8
140585095,7
140585184,8
140585265,8
140585338,6
140585389,3
140585516,8
140585648,7
140585753,8
140585796,8
140585850,9
140585923,5
140585982,9.5
140585990,9
140586067,8.5
140586156,6.3333335
140586466,9
140586776,6
140586954,10
140587357,7
140587373,6
140587527,10
140587578,8
140587888,9
140588930,10
140588965,7
140589171,5
01406.2056.7,5
1406.21539,8
140620109,8.631579
140620117,7.923077
140620125,8.133333
140620133,7.6666665
140620141,5.6666665
014062015X,7.375
140620168,7.3846154
140620176,8
140620184,7.65
140620192,9
140620206,7.4166665
140620222,9
140620230,5.5
140620249,8
140620257,8.75
140620265,7
140620273,6.6666665
140620281,5
14062029,7
014062029X,6.3333335
140620303,7
014062032X,8.142858
140620338,8
140620427,8.238095
140620435,7.25
140620443,9
140620451,7.5
014062046X,8.75
140620478,7.571429
140620486,7.1666665
140620494,7
140620508,5.75
140620516,8.6
140620524,7.5
140620532,8.5
140620540,8
140620559,5
140620567,7
140620583,9.5
140620591,5
140620605,6.75
140620613,6.6
140620621,8
014062063X,7.923077
014062063x,8
140620648,7.75
140620656,8
140620664,8.545455
140620753,7.1666665
140620761,8
014062077X,7.3333335
140620788,8.333333
140620796,10
014062080X,7.2
140620818,10
140620834,7.5
140620842,8.111111
140620850,8
140620869,8.615385
140620877,9.2
140620893,3
140620915,9.666667
140620923,9
140620931,9
140620958,9.75
14062099,8
140620990,7.8
140621008,7.857143
140621016,10
140621032,8
140621040,7.6666665
140621059,8.666667
140621067,9
140621083,8
140621091,7.4444447
140621105,8
140621113,5
014062113X,8.333333
140621148,7
140621164,7.909091
140621172,10
140621180,7.5
140621199,7.888889
140621202,7
140621210,7
140621229,7.6666665
140621237,6.6666665
140621245,8
140621253,7
140621261,10
140621288,10
140621318,8
140621326,5.5
140621334,8.666667
140621342,7.5
140621377,8.714286
140621393,8
140621407,8.4
140621415,8.111111
140621423,7.5
140621431,7.5
014062144X,8
140621458,7.6
140621466,6.5
140621474,8
140621482,5.5
140621490,4
140621520,7
140621539,7.5
140621555,10
140621571,7.3333335
014062158X,8.666667
014062161X,5
014062161x,6
140621628,8
140621679,6
140621687,7
140621709,5
140621725,8.692307
140621733,8.666667
140621741,9
140621768,7
140621792,7.6
140621806,7.75
140621830,6.5
014062189X,8
140621903,7.75
140621911,8
140621938,7
140621954,7
140621970,7
140622004,7
140622012,7
140622020,6.875
140622063,8.714286
140622071,6
014062211X,7
140622144,6.142857
140622152,9
140622160,8
140622179,6.3333335
140622195,6.5
140622209,6.5
140622217,7.7
140622268,9
140622306,8
140622373,9
140622381,7.5
014062239X,7.3333335
140622446,7.4
140622454,8.5
140622497,7
140622500,6.142857
140622527,8
140622535,5
140622586,9
140622594,7
140622608,8
140622632,8
140622667,6
140622683,6.5
140622691,8
140622721,5
014062273X,9
140622780,8
140622829,6.6666665
140622918,8.5
140623035,7
140700129,7
140700811,7
140700854,10
140707018,1
140707026,6.5
140707034,10
140707042,7.5
140707050,8
140707069,10
140707077,8.6
140707085,5.5
140707107,8.333333
140707123,5
140707131,7.25
014070714X,7.5
140707158,10
140707220,8
140707247,8.8
014070728x,10
014070731X,7
140707344,8.4
140707417,10
140714.049,10
140714014,9
140714049,8
140714057,7.75
140714065,8
140714073,7.6666665
014071409X,8
140714103,9.333333
140714111,8
014071412X,7.5
140714146,7
140714154,8
140714170,7
140714189,9.666667
140714197,8.333333
140714235,9
140714251,7
140714510,6
140714529,8
140714553,8.5
140714588,8
140714626,9
140714634,9
140714774,7
140714790,6
140714839,10
140714847,9
140714871,8
140714901,10
014071491X,8
140771867,10
140771972,8
140772863,10
140802363,9
140807039,1
140815767,8
140817743,8
140817972,9
140818030,3
140860363,8
140860673,6
140861726,7
140862129,5
140862137,5
140862501,6
140862536,7
140862919,8
140863281,7
140863508,9
140863761,7
140863796,8
140863818,5
140864148,4
140864237,7
140864679,5
140865071,4
140865519,7
140865756,7
140865918,9
140867155,5
140867414,7
140868895,9
140869115,6
140869352,5
140869441,5
140926682,7
014095144X,7
140954007,7
0140L07649,6
141000023,6.3333335
014100018X,7.8461537
141000198,7.525641
014100021X,7.5
141000252,6
141000597,5
141000848,9
141000902,6.5
141000945,9
141001240,7
141001445,7.2
014100147X,5
141001534,8.75
141001615,8.6
014100164X,8.5
141001658,6.5
141001682,8.222222
141001690,5
141001720,6
141001771,7.3333335
014100178X,8
141001828,8.055555
141001836,9
141001844,7
141001852,3
141001860,7.5
141001895,6.3333335
141001917,7
141001925,5
141001933,5
141001976,8
141001992,4
141002018,3.5
141002050,7
141002069,5
141002077,7
141002085,6
141002166,5.5
141002190,7
014100228X,6
141002301,7
014100231X,5.5
141002476,9
141002549,7
141002581,5
141002603,7.2
141002689,8
141002751,7.6666665
141002867,9
141002999,6
141003308,8
141003375,8
141003723,9
014100374X,7.3333335
141003804,3
141003944,8.666667
141004150,7
141004312,7.25
141004584,7.2
141004606,10
141004789,7.5
141004878,7.5
141004916,6
141005033,10
141005130,6
141005149,8
014100522X,7.6666665
141005343,9
141005688,6
141005696,7
141005955,9
141006102,9
141006234,8
141006439,2
141006471,6
014100648X,7.25
141006498,6
141006501,9
141006633,7
141006870,8.25
141007338,7.9615383
141007370,9
141007478,6
141007516,8.5
141008059,8
141008164,10
141008253,6.6666665
141008326,9
014100858X,6.5
014100861X,9.333333
141008644,7
141008903,4
141008929,8
014100892X,7.8
141009063,8
141009268,3
141009284,8
141009675,7
141009799,6
141009934,8
141010193,8
141010436,7.5
141010827,5
141010878,9
141010924,5
141011297,6.5
141011327,10
141011548,7.6666665
141011904,7.0588236
141011947,6.3333335
141012218,9
141012250,5
141012641,7.3333335
141012722,6
141013052,10
141013087,7
141013109,9
141013249,5
141013281,6
141013303,8
141013397,7
141013702,5.5
141013869,7
141014628,7
141014741,7
141015624,8
141016442,8
141016574,9
141018151,7
1411.8123,8
141180145,7
141180196,10
141180250,8
141180374,9
141180633,6.6
141180641,9.5
014118065X,8
141180676,8
141180692,8
141180706,9
141180722,5
141180870,8
141180978,9
014118115X,5
141181222,9.5
141181230,9.4
141181249,9
141181273,6
141181397,7
014118146X,7
141181478,9
141181494,8.166667
141181648,9
141181737,7.75
141181966,8
1411820008,9
141182016,9
141182024,6
141182032,8
014118213X,8
141182180,9
141182229,8
141182253,9
141182342,8
141182393,8
141182407,7
141182458,5
141182466,5
141182474,9
141182490,7
1411824990,5
141182520,9
141182539,8.5
141182547,8
141182555,7.5
141182563,10
141182571,8.333333
141182598,8
141182601,7
141182636,8
141182679,8.2
141182709,9.5
141182717,7
141182774,8
141182806,7
141182849,6
141182857,8
141182865,9
141182881,9
141183047,10
141183055,8
141183314,10
141183365,6
141184183,8
141184221,5
141184256,8
141184280,8
141184337,9
141184671,9
141184744,8.8
141184868,10
141185015,7.5
141185066,8.333333
141185074,9.5
141185082,9
141185104,7.75
141185260,8
141185333,6
141185414,8
141185465,6
141185473,8
141185503,7
014118552X,9
141185732,8.5
141186003,8
141186054,6
141186070,7
141186151,8
014118616X,3
141186178,5
141186224,8
141186313,10
141186453,8
141186550,7
141186682,7
141186690,5
141186844,7
141186879,9
141186984,5
141187328,8
141187565,9
141293248,7
1413.048871,9
01413.1088X,8
141300272,7.5
141300280,7
141300477,8.25
141300493,8
141300620,8
141300825,5.5
141300957,6.5
141301058,9.454545
141301066,9.076923
141301074,7.888889
141301104,8.5
141301112,5
141301120,7.909091
141301139,8.4
141301147,7.5
141301155,8.695652
141301163,7
141301201,7
141301244,8.666667
141301295,6
141301619,8
141301694,7
141301783,5
141301856,7
141302038,6.5
141302216,6
141302283,3
141302291,7
141302364,4
141302690,8.2
141302712,8.25
141302828,5
141302836,8
141302860,8.5
141302933,7.5
141303050,6.5
141303107,8
141303123,7
141303131,7
141303174,5
141303441,8
141303484,4
141303522,9
141303778,9
141303786,9.5
141303808,9
141303816,9
141303824,9
141303913,9
141304065,9
141304138,7
141304235,6
141304278,7.5
141304340,6.2
141304561,6
141304596,5
141304669,5
141304677,10
141304707,8.8
141304855,8
141304898,7
141304979,5
141305061,6
141305371,7.5
014130538X,9
141305452,9
141305525,9
141305576,8
141305622,8
141305770,5
141305800,7
141305959,8.25
141306009,8
141306084,6
141306351,7.5
014130636X,7.5
141306491,5
141306505,7
141306556,8
141306890,6.5
141306939,8
141306971,8
141307129,8
141307439,7
014130751X,5
141307757,7
141308109,7
141308133,7
141308192,5.75
141308206,9
141308389,8
141308753,10
141308761,4
014130880X,8
014130894X,5.25
141308974,4
141309199,8
141309202,7
014130930X,10
141309342,8
141309377,9.5
141309431,9
141309601,8
141309695,10
141309725,8
141309733,5
014130975X,7.6666665
141309806,6
141309814,8.714286
141309881,8
141309903,5
141310073,8.5
141310189,6
141310200,6
141310340,7.5
141310464,7.1666665
141310472,6
14131088,9
014131088X,8.375
014131091X,5
141310944,9
141310979,6.5
141310995,10
141311002,6
141311010,8
141311037,10
141311096,8
014131110X,8
141311118,7
141311274,6.3333335
141311282,10
141311304,9
141311312,9.5
141311339,7.5
141311347,9
141311363,10
141311371,9
014131138X,8.5
141311398,8
014131141X,8
141311436,9
141311509,9
141311703,9
141311711,3.5
141311819,5.5
141311886,8
141311959,8
141311967,9
141312122,5.6
1413121220,8
141312130,8
141312343,10
141312351,8
141312378,6
141312416,6.3333335
141312424,8.142858
141312467,10
014131253X,10
141312815,8
014131334X,8
141314451,4
141314508,10
141314575,10
141314672,7
141314818,8.5
141314893,8
141314915,6.6666665
141315482,6
141315652,6
141315741,6
141315970,6
141318007,8.5
141328718,9.5
141390751,8
141390972,1
141439319,8
141439475,8.333333
141439491,8.333333
141439513,8.666667
141439548,7.6666665
141439556,7.6
141439564,8
141439572,8.8
141439599,9.5
141439602,10
141439610,7.5
141439629,9.5
141439637,6
141439645,8
141439653,10
141439661,7
141439688,8.5
141439734,10
141439742,8
141439750,10
141439769,9
141439815,8
141439823,7
141439831,10
014143984X,9.666667
141439955,7
141467211,8
14179836,9
141800127,5
141800240,8
141800356,8
141800739,7
141800992,5
141801263,7
141801972,7
141802073,9
141802189,8
141802529,8
141802812,10
141802847,5.5
141803037,6
141803282,10
141803398,7
141804130,5
141804637,10
141804947,9
014199858X,5
1420.00663,5
1420.0174,9
1420.0174,8.571428
1420.01821,8
1420.02267,7
1420.03018,10
1420.037,10
1420.03727,7
142000000,6
142000027,7
1420000396,8
014200006X,8
142000078,7.6666665
142000094,7
1420000981,6
142000108,7.3333335
142000116,7
142000159,8.428572
1420001740,10
142000183,7
142000191,7
142000205,7.27907
142000213,8.5
142000221,7.4
014200023X,8.230769
142000264,6.5
142000272,9.5
142000280,8
142000329,8.4
142000337,10
142000345,7.909091
142000361,7.266667
142000396,7.2
014200040X,10
142000418,8
142000426,6
142000485,5
142000558,5.5
142000604,7
142000612,8
142000655,10
142000663,8.457143
142000671,8.25
014200068X,7.5
142000698,8
142000701,8
142000736,8.333333
142000744,8.5
142000760,8
142000809,6.428571
142000825,6
142000868,6.5
142000892,8.142858
142000906,7
142000930,6.75
142000949,7
142000957,6
142000981,5.133333
142001104,6
142001171,5
142001309,9
142001325,7.3333335
142001333,3
014200135X,10
142001384,8.2
142001414,7.5
142001422,7
142001430,8.318182
142001473,9
142001538,10
142001546,7
142001554,8.5
142001570,10
142001619,8.3
142001686,10
142001724,8.666667
142001732,8
14200174,5
142001740,8.452768
142001805,8.382353
14200182,9
142001821,8
014200183X,6
142001848,7.3333335
142001929,9
014200197X,6.6666665
014200202X,5.5
142002038,7
142002054,5.6666665
142002089,6
142002097,10
014200216X,9
142002194,7.5
142002267,8.081081
142002291,6
142002313,6.5
142002348,10
142002356,7.5
142002372,7
142002399,7.5
142002488,7
142002496,9
142002534,8.5
142002585,7.75
142002593,7
142002623,7.5
142002631,6.2
014200264X,6
142002712,9
142002747,8
142002763,8
142002798,7.5833335
014200281X,6
142002836,10
142002844,7
142002887,7
142002968,7
142003018,10
142003069,8.75
142003077,8.5
142003131,8
142003166,5
142003190,6.888889
142003220,5
142003239,8
142003263,5
014200331X,8
142003328,4
142003379,7
142003409,10
142003441,9.5
142003476,9
142003492,6.5
142003506,5
142003514,7
142003557,8.75
142003581,7
014200362X,9
142003654,5
142003697,8.666667
142003700,8
142003727,7.6551723
142003735,2
142003786,7
142003794,8.333333
142003808,6.25
142003816,7
142003891,7.6666665
142004030,8.875
142004049,7
142004073,3
014200412X,8
142004189,9
142004227,7.6
142004235,8.637681
142004278,6.9
142004286,8
142004294,10
142004405,9
142004421,4.5
014200443X,6.6666665
142004618,2
142004634,8
142180009,6
142180033,9
142180092,8
142180106,9
142180114,10
142180149,8
142196002,5
142196010,9
014219607X,6
142196088,7
142196142,8
142196223,9
142196258,9
142300071,6
142300128,10
142300268,9
142300276,8.2
142300306,7.5
142300314,8
142300357,9
142300373,9
142300462,6
142300497,8.25
142300535,5
142300586,10
142300608,8
142300659,8
142300667,7
142300675,6.8
142300705,10
142300853,9.5
142300896,10
142300985,7.4
142300993,8
142301000,7
142301019,8
142301027,8
142301035,8
142301043,8
142301094,10
142301159,3
142301167,6
142301191,5
142301345,8
142301469,10
142301485,6
142301493,7.3333335
142301515,7.909091
142301620,9
142301639,8
142301647,10
142301655,9
014230171X,9
142301728,7
142301876,9
014230199X,7
142302015,5
142302066,10
142302082,7.6666665
142302163,8
142302171,10
014230218X,7
142302198,9
142302236,5
142302295,10
142302309,10
142302317,10
142302376,7.6666665
142302473,9
142400017,9
142400297,7
142400580,8.5
142400602,7
142400645,7
142400653,7
014240067X,5
142400866,7
142401013,6
142401072,10
142401668,4
014243700X,7.6666665
142437050,8
142437093,10
014243714X,9
142437158,5
142437174,8
142437182,8
142437190,7
142437204,8.6
142437212,9.25
142437255,3.75
142437263,7
142437298,9
142437301,9
142437328,8
142437336,8
142437344,7
142437417,9
142437433,9
142437611,8
142500135,7.6666665
142500186,8
142500208,8.5
142500275,9
142500372,8
142500593,8
142500712,8
142500933,8.5
142501034,8.5
142501190,9
142501204,6
142501425,9
142501433,8
142501530,9
142501611,8
142501913,5
142800295,9
142800821,8
143000047,7.5
143000128,8
143000225,7
014300025X,6
014300090X,7
143001027,7
143001124,7
143001280,7
143001299,7.5
143001876,7.5
14300235,8
143002589,9.5
143003011,7.5
143012282,9
143012312,5
143012339,7
